,Name,Description,Address,Rating,Feature,City,Category,Image,lat,lng,Google Maps URL,Combined,Tokens
2504,Nando's,born south africa taken world nandos specialises portuguesestyle flamedgrilled chicken dish various periperi marinades experience truly south african experience nando’s jeddah nandos experience like other perfect metimes well family friend time add spice life meal portuguese style menu we’ve set eating experience fire can’t wait join table there’s one thing love much periperi it’s lot people enjoy with,"Prince Sultan Rd Ground Level, Lilian Towers, Jeddah 23436 Saudi Arabia",5.0,takeout reservation seating parking available full bar accepts credit card table service delivery street parking,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-m/1280/22/69/50/a7/our-wall-are-adorned.jpg,21.58194,39.14363,https://www.google.com/maps/search/?q=Nando%27s%2C+Prince+Sultan+Rd+Ground+Level%2C+Lilian+Towers%2C+Jeddah+23436+Saudi+Arabia%2C+Jeddah,restaurant born south africa taken world nandos specialises portuguesestyle flamedgrilled chicken dish various periperi marinades experience truly south african experience nando’s jeddah nandos experience like other perfect metimes well family friend time add spice life meal portuguese style menu we’ve set eating experience fire can’t wait join table there’s one thing love much periperi it’s lot people enjoy with takeout reservation seating parking available full bar accepts credit card table service delivery street parking Nando's,"['restaurant', 'born', 'south', 'africa', 'taken', 'world', 'nandos', 'specialises', 'portuguesestyle', 'flamedgrilled', 'chicken', 'dish', 'various', 'periperi', 'marinades', 'experience', 'truly', 'south', 'african', 'experience', 'nando', '’', 's', 'jeddah', 'nandos', 'experience', 'like', 'other', 'perfect', 'metimes', 'well', 'family', 'friend', 'time', 'add', 'spice', 'life', 'meal', 'portuguese', 'style', 'menu', 'we', '’', 've', 'set', 'eating', 'experience', 'fire', 'can', '’', 't', 'wait', 'join', 'table', 'there', '’', 's', 'one', 'thing', 'love', 'much', 'periperi', 'it', '’', 's', 'lot', 'people', 'enjoy', 'with', 'takeout', 'reservation', 'seating', 'parking', 'available', 'full', 'bar', 'accepts', 'credit', 'card', 'table', 'service', 'delivery', 'street', 'parking', 'Nando', ""'s""]"
2505,Alnawras Seafood,مطاعم اسماك النورس تختص في تقديم الماكولات البحرية منذ اكثر خمسة عشر عاما نحن نقدم افضل الأطباق البحرية,Jeddah 22535 Saudi Arabia,5.0,delivery takeout reservation private dining seating parking available street parking valet parking free offstreet parking highchair available digital payment accepts credit card table service drive thru family style nonsmoking restaurant,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-o/1b/98/42/4d/caption.jpg,21.3082,39.26042,https://www.google.com/maps/search/?q=Alnawras+Seafood%2C+Jeddah+22535+Saudi+Arabia%2C+Jeddah,restaurant مطاعم اسماك النورس تختص في تقديم الماكولات البحرية منذ اكثر خمسة عشر عاما نحن نقدم افضل الأطباق البحرية delivery takeout reservation private dining seating parking available street parking valet parking free offstreet parking highchair available digital payment accepts credit card table service drive thru family style nonsmoking restaurant Alnawras Seafood,"['restaurant', 'مطاعم', 'اسماك', 'النورس', 'تختص', 'في', 'تقديم', 'الماكولات', 'البحرية', 'منذ', 'اكثر', 'خمسة', 'عشر', 'عاما', 'نحن', 'نقدم', 'افضل', 'الأطباق', 'البحرية', 'delivery', 'takeout', 'reservation', 'private', 'dining', 'seating', 'parking', 'available', 'street', 'parking', 'valet', 'parking', 'free', 'offstreet', 'parking', 'highchair', 'available', 'digital', 'payment', 'accepts', 'credit', 'card', 'table', 'service', 'drive', 'thru', 'family', 'style', 'nonsmoking', 'restaurant', 'Alnawras', 'Seafood']"
2506,Nando's,born south africa taken world nandos specialises portuguesestyle flamedgrilled chicken dish various periperi marinades experience truly south african experience nando’s jeddah nandos experience like other perfect metimes well family friend time add spice life meal portuguese style menu we’ve set eating experience fire can’t wait join table there’s one thing love much periperi it’s lot people enjoy with,"King Abdul Aziz Road Level 1, Red Sea mall, Jeddah 23612 Saudi Arabia",5.0,takeout reservation seating wheelchair accessible full bar table service delivery,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-o/16/5e/28/fb/nando-s-ksa-jeddah-saudi.jpg,38.89037,-77.03196,https://www.google.com/maps/search/?q=Nando%27s%2C+King+Abdul+Aziz+Road+Level+1%2C+Red+Sea+mall%2C+Jeddah+23612+Saudi+Arabia%2C+Jeddah,restaurant born south africa taken world nandos specialises portuguesestyle flamedgrilled chicken dish various periperi marinades experience truly south african experience nando’s jeddah nandos experience like other perfect metimes well family friend time add spice life meal portuguese style menu we’ve set eating experience fire can’t wait join table there’s one thing love much periperi it’s lot people enjoy with takeout reservation seating wheelchair accessible full bar table service delivery Nando's,"['restaurant', 'born', 'south', 'africa', 'taken', 'world', 'nandos', 'specialises', 'portuguesestyle', 'flamedgrilled', 'chicken', 'dish', 'various', 'periperi', 'marinades', 'experience', 'truly', 'south', 'african', 'experience', 'nando', '’', 's', 'jeddah', 'nandos', 'experience', 'like', 'other', 'perfect', 'metimes', 'well', 'family', 'friend', 'time', 'add', 'spice', 'life', 'meal', 'portuguese', 'style', 'menu', 'we', '’', 've', 'set', 'eating', 'experience', 'fire', 'can', '’', 't', 'wait', 'join', 'table', 'there', '’', 's', 'one', 'thing', 'love', 'much', 'periperi', 'it', '’', 's', 'lot', 'people', 'enjoy', 'with', 'takeout', 'reservation', 'seating', 'wheelchair', 'accessible', 'full', 'bar', 'table', 'service', 'delivery', 'Nando', ""'s""]"
2507,Piatto,piatto awardwinning fresh italian chain kingdom saudi arabia regarded one best italian restaurant kingdom today piatto’s largeportioned authentic italian food fresh ingredients relaxing ‘piazza’ ambience friendly service contributor popularity piatto twotime recipient “best saudi arabia” award saudi excellence tourism awards,"Etoile Mall, Al-Malik Rd Al-Zahrah Dist, Jeddah Saudi Arabia",4.0,takeout reservation seating parking available highchair available wheelchair accessible accepts credit card table service,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-o/2b/23/a9/ba/steak-pizzaiola-grilled.jpg,21.58502,39.13122,https://www.google.com/maps/search/?q=Piatto%2C+Etoile+Mall%2C+Al-Malik+Rd+Al-Zahrah+Dist%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant piatto awardwinning fresh italian chain kingdom saudi arabia regarded one best italian restaurant kingdom today piatto’s largeportioned authentic italian food fresh ingredients relaxing ‘piazza’ ambience friendly service contributor popularity piatto twotime recipient “best saudi arabia” award saudi excellence tourism awards takeout reservation seating parking available highchair available wheelchair accessible accepts credit card table service Piatto,"['restaurant', 'piatto', 'awardwinning', 'fresh', 'italian', 'chain', 'kingdom', 'saudi', 'arabia', 'regarded', 'one', 'best', 'italian', 'restaurant', 'kingdom', 'today', 'piatto', '’', 's', 'largeportioned', 'authentic', 'italian', 'food', 'fresh', 'ingredients', 'relaxing', '‘', 'piazza', '’', 'ambience', 'friendly', 'service', 'contributor', 'popularity', 'piatto', 'twotime', 'recipient', '“', 'best', 'saudi', 'arabia', '”', 'award', 'saudi', 'excellence', 'tourism', 'awards', 'takeout', 'reservation', 'seating', 'parking', 'available', 'highchair', 'available', 'wheelchair', 'accessible', 'accepts', 'credit', 'card', 'table', 'service', 'Piatto']"
2508,Crowne Grill,wonderful fresh selection prime quality meats wagyu beef u certified angus beef lobster tail salmon nagil fish tiger shrimp baby chicken generous portion grilled way like either ie stone charcoal plancha grills dreaming cozy environment see kitchen fresh selection display,"Al Maadi Road Crowne Plaza Jeddah Hotel, Jeddah 10924 Saudi Arabia",4.5,wheelchair accessible reservation buffet seating accepts american express accepts mastercard accepts visa table service,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-o/11/0c/45/a5/tables.jpg,21.51762,39.15538,https://www.google.com/maps/search/?q=Crowne+Grill%2C+Al+Maadi+Road+Crowne+Plaza+Jeddah+Hotel%2C+Jeddah+10924+Saudi+Arabia%2C+Jeddah,restaurant wonderful fresh selection prime quality meats wagyu beef u certified angus beef lobster tail salmon nagil fish tiger shrimp baby chicken generous portion grilled way like either ie stone charcoal plancha grills dreaming cozy environment see kitchen fresh selection display wheelchair accessible reservation buffet seating accepts american express accepts mastercard accepts visa table service Crowne Grill,"['restaurant', 'wonderful', 'fresh', 'selection', 'prime', 'quality', 'meats', 'wagyu', 'beef', 'u', 'certified', 'angus', 'beef', 'lobster', 'tail', 'salmon', 'nagil', 'fish', 'tiger', 'shrimp', 'baby', 'chicken', 'generous', 'portion', 'grilled', 'way', 'like', 'either', 'ie', 'stone', 'charcoal', 'plancha', 'grills', 'dreaming', 'cozy', 'environment', 'see', 'kitchen', 'fresh', 'selection', 'display', 'wheelchair', 'accessible', 'reservation', 'buffet', 'seating', 'accepts', 'american', 'express', 'accepts', 'mastercard', 'accepts', 'visa', 'table', 'service', 'Crowne', 'Grill']"
2509,Habsburg,overlooking corniche red sea habsburg serf breakfast lunch dinner informal relaxed atmosphere habsburg team chef combine century cooking style across europe middle east far east offer guest remarkable international cuisine popular dish middle eastern mezzahs seafood salad italian specialties accompanied enticing selection freshly made desserts,"Corniche Road Corniche, Rosewood Jeddah, Jeddah 235116193 Saudi Arabia",4.5,reservation buffet seating parking available valet parking highchair available wheelchair accessible accepts american express accepts mastercard accepts visa table service,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-o/07/6e/cf/34/habsburg.jpg,21.72738,39.11654,https://www.google.com/maps/search/?q=Habsburg%2C+Corniche+Road+Corniche%2C+Rosewood+Jeddah%2C+Jeddah+235116193+Saudi+Arabia%2C+Jeddah,restaurant overlooking corniche red sea habsburg serf breakfast lunch dinner informal relaxed atmosphere habsburg team chef combine century cooking style across europe middle east far east offer guest remarkable international cuisine popular dish middle eastern mezzahs seafood salad italian specialties accompanied enticing selection freshly made desserts reservation buffet seating parking available valet parking highchair available wheelchair accessible accepts american express accepts mastercard accepts visa table service Habsburg,"['restaurant', 'overlooking', 'corniche', 'red', 'sea', 'habsburg', 'serf', 'breakfast', 'lunch', 'dinner', 'informal', 'relaxed', 'atmosphere', 'habsburg', 'team', 'chef', 'combine', 'century', 'cooking', 'style', 'across', 'europe', 'middle', 'east', 'far', 'east', 'offer', 'guest', 'remarkable', 'international', 'cuisine', 'popular', 'dish', 'middle', 'eastern', 'mezzahs', 'seafood', 'salad', 'italian', 'specialties', 'accompanied', 'enticing', 'selection', 'freshly', 'made', 'desserts', 'reservation', 'buffet', 'seating', 'parking', 'available', 'valet', 'parking', 'highchair', 'available', 'wheelchair', 'accessible', 'accepts', 'american', 'express', 'accepts', 'mastercard', 'accepts', 'visa', 'table', 'service', 'Habsburg']"
2510,GOLD Sushi Club,inspired spirit japanese culture cuisine gladly take journey trendy warm lounge restaurant experience perfect balance richness fine austerity transport soul different world music ambiance tasting different selection authentic japanese cuisine rare indulgence class sophistication prepare lose realm sensuality four branch jeddah  sari gate center sari st rawdah dist  mohamadiya branch prince sultan st obhur branch prince abdullah alfaisal st  rubeen plaza city,"Sari St. Sari Gate Center, Jeddah 23435 Saudi Arabia",4.5,takeout reservation buffet seating parking available street parking free offstreet parking accepts american express accepts mastercard accepts visa free wifi delivery accepts credit card table service wheelchair accessible,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-o/12/63/ee/c0/gold-sushi-club.jpg,21.57666,39.15055,https://www.google.com/maps/search/?q=GOLD+Sushi+Club%2C+Sari+St.+Sari+Gate+Center%2C+Jeddah+23435+Saudi+Arabia%2C+Jeddah,restaurant inspired spirit japanese culture cuisine gladly take journey trendy warm lounge restaurant experience perfect balance richness fine austerity transport soul different world music ambiance tasting different selection authentic japanese cuisine rare indulgence class sophistication prepare lose realm sensuality four branch jeddah  sari gate center sari st rawdah dist  mohamadiya branch prince sultan st obhur branch prince abdullah alfaisal st  rubeen plaza city takeout reservation buffet seating parking available street parking free offstreet parking accepts american express accepts mastercard accepts visa free wifi delivery accepts credit card table service wheelchair accessible GOLD Sushi Club,"['restaurant', 'inspired', 'spirit', 'japanese', 'culture', 'cuisine', 'gladly', 'take', 'journey', 'trendy', 'warm', 'lounge', 'restaurant', 'experience', 'perfect', 'balance', 'richness', 'fine', 'austerity', 'transport', 'soul', 'different', 'world', 'music', 'ambiance', 'tasting', 'different', 'selection', 'authentic', 'japanese', 'cuisine', 'rare', 'indulgence', 'class', 'sophistication', 'prepare', 'lose', 'realm', 'sensuality', 'four', 'branch', 'jeddah', 'sari', 'gate', 'center', 'sari', 'st', 'rawdah', 'dist', 'mohamadiya', 'branch', 'prince', 'sultan', 'st', 'obhur', 'branch', 'prince', 'abdullah', 'alfaisal', 'st', 'rubeen', 'plaza', 'city', 'takeout', 'reservation', 'buffet', 'seating', 'parking', 'available', 'street', 'parking', 'free', 'offstreet', 'parking', 'accepts', 'american', 'express', 'accepts', 'mastercard', 'accepts', 'visa', 'free', 'wifi', 'delivery', 'accepts', 'credit', 'card', 'table', 'service', 'wheelchair', 'accessible', 'GOLD', 'Sushi', 'Club']"
2511,Al Nakheel Restaurant,since opening 1986 local famous jeddah corniche nakheel grown one city’s popular landmarks spacious inviting openair space spectacular sea view terrace 11000 sqm venue guest variety hijaziinspired setting enjoy renowned local middleeastern cuisines throughout years nakheel continued highly regarded local expats grown accustomed delicious food fresh sea breeze relaxed ambiance friendly hospitality unparalleled anywhere city,"Corniche Road Palm Garden, Jeddah 21435 Saudi Arabia",4.0,parking available television takeout reservation outdoor seating buffet seating street parking free offstreet parking wheelchair accessible accepts american express accepts mastercard accepts visa accepts credit card table service playground family style,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-o/0e/bb/91/a4/terrace-sunset-view.jpg,21.70828,39.1016,https://www.google.com/maps/search/?q=Al+Nakheel+Restaurant%2C+Corniche+Road+Palm+Garden%2C+Jeddah+21435+Saudi+Arabia%2C+Jeddah,restaurant since opening 1986 local famous jeddah corniche nakheel grown one city’s popular landmarks spacious inviting openair space spectacular sea view terrace 11000 sqm venue guest variety hijaziinspired setting enjoy renowned local middleeastern cuisines throughout years nakheel continued highly regarded local expats grown accustomed delicious food fresh sea breeze relaxed ambiance friendly hospitality unparalleled anywhere city parking available television takeout reservation outdoor seating buffet seating street parking free offstreet parking wheelchair accessible accepts american express accepts mastercard accepts visa accepts credit card table service playground family style Al Nakheel Restaurant,"['restaurant', 'since', 'opening', '1986', 'local', 'famous', 'jeddah', 'corniche', 'nakheel', 'grown', 'one', 'city', '’', 's', 'popular', 'landmarks', 'spacious', 'inviting', 'openair', 'space', 'spectacular', 'sea', 'view', 'terrace', '11000', 'sqm', 'venue', 'guest', 'variety', 'hijaziinspired', 'setting', 'enjoy', 'renowned', 'local', 'middleeastern', 'cuisines', 'throughout', 'years', 'nakheel', 'continued', 'highly', 'regarded', 'local', 'expats', 'grown', 'accustomed', 'delicious', 'food', 'fresh', 'sea', 'breeze', 'relaxed', 'ambiance', 'friendly', 'hospitality', 'unparalleled', 'anywhere', 'city', 'parking', 'available', 'television', 'takeout', 'reservation', 'outdoor', 'seating', 'buffet', 'seating', 'street', 'parking', 'free', 'offstreet', 'parking', 'wheelchair', 'accessible', 'accepts', 'american', 'express', 'accepts', 'mastercard', 'accepts', 'visa', 'accepts', 'credit', 'card', 'table', 'service', 'playground', 'family', 'style', 'Al', 'Nakheel', 'Restaurant']"
2512,Al Qalzam Fisheries,alqalzam fishery,"South Abhur Madina Road, Jeddah Saudi Arabia",4.0,reservation outdoor seating seating wheelchair accessible table service takeout highchair available,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-s/04/06/a2/cd/caption.jpg,21.71752,39.1073,https://www.google.com/maps/search/?q=Al+Qalzam+Fisheries%2C+South+Abhur+Madina+Road%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant alqalzam fishery reservation outdoor seating seating wheelchair accessible table service takeout highchair available Al Qalzam Fisheries,"['restaurant', 'alqalzam', 'fishery', 'reservation', 'outdoor', 'seating', 'seating', 'wheelchair', 'accessible', 'table', 'service', 'takeout', 'highchair', 'available', 'Al', 'Qalzam', 'Fisheries']"
2513,Wakame,wakame opened first store july 2008 rawdah street jeddah idea open wakame driven dismay able enjoy great tasting sushi unless one traveling abroad hence wakame business model built around investing behind securing highest quality ingredient sushi making processes led operation focused almost exclusively delivery take way two small dinein tables alhamdulilah short period time wakame managed establish destination sushi lover jeddah,"Abdul Ghani Dada Al-Zahra'a, Jeddah 23424 Saudi Arabia",4.5,takeout reservation seating parking available street parking accepts american express accepts mastercard accepts visa free wifi accepts credit card table service delivery wheelchair accessible,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-o/0a/32/6f/32/photo0jpg.jpg,21.57688,39.13748,https://www.google.com/maps/search/?q=Wakame%2C+Abdul+Ghani+Dada+Al-Zahra%27a%2C+Jeddah+23424+Saudi+Arabia%2C+Jeddah,restaurant wakame opened first store july 2008 rawdah street jeddah idea open wakame driven dismay able enjoy great tasting sushi unless one traveling abroad hence wakame business model built around investing behind securing highest quality ingredient sushi making processes led operation focused almost exclusively delivery take way two small dinein tables alhamdulilah short period time wakame managed establish destination sushi lover jeddah takeout reservation seating parking available street parking accepts american express accepts mastercard accepts visa free wifi accepts credit card table service delivery wheelchair accessible Wakame,"['restaurant', 'wakame', 'opened', 'first', 'store', 'july', '2008', 'rawdah', 'street', 'jeddah', 'idea', 'open', 'wakame', 'driven', 'dismay', 'able', 'enjoy', 'great', 'tasting', 'sushi', 'unless', 'one', 'traveling', 'abroad', 'hence', 'wakame', 'business', 'model', 'built', 'around', 'investing', 'behind', 'securing', 'highest', 'quality', 'ingredient', 'sushi', 'making', 'processes', 'led', 'operation', 'focused', 'almost', 'exclusively', 'delivery', 'take', 'way', 'two', 'small', 'dinein', 'tables', 'alhamdulilah', 'short', 'period', 'time', 'wakame', 'managed', 'establish', 'destination', 'sushi', 'lover', 'jeddah', 'takeout', 'reservation', 'seating', 'parking', 'available', 'street', 'parking', 'accepts', 'american', 'express', 'accepts', 'mastercard', 'accepts', 'visa', 'free', 'wifi', 'accepts', 'credit', 'card', 'table', 'service', 'delivery', 'wheelchair', 'accessible', 'Wakame']"
2514,5 Rivers,spicy rich flavourful highend indian cuisine jeddah diverse variety taste made wide array regional cuisine throughout various part india,"Sari Street Ascott Centre, Jeddah 23424 Saudi Arabia",4.5,takeout reservation seating parking available table service delivery private dining validated parking highchair available accepts mastercard accepts visa digital payment free wifi accepts credit card family style nonsmoking restaurant,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/4d/16/a1/caption.jpg,21.57231,39.13239,https://www.google.com/maps/search/?q=5+Rivers%2C+Sari+Street+Ascott+Centre%2C+Jeddah+23424+Saudi+Arabia%2C+Jeddah,restaurant spicy rich flavourful highend indian cuisine jeddah diverse variety taste made wide array regional cuisine throughout various part india takeout reservation seating parking available table service delivery private dining validated parking highchair available accepts mastercard accepts visa digital payment free wifi accepts credit card family style nonsmoking restaurant 5 Rivers,"['restaurant', 'spicy', 'rich', 'flavourful', 'highend', 'indian', 'cuisine', 'jeddah', 'diverse', 'variety', 'taste', 'made', 'wide', 'array', 'regional', 'cuisine', 'throughout', 'various', 'part', 'india', 'takeout', 'reservation', 'seating', 'parking', 'available', 'table', 'service', 'delivery', 'private', 'dining', 'validated', 'parking', 'highchair', 'available', 'accepts', 'mastercard', 'accepts', 'visa', 'digital', 'payment', 'free', 'wifi', 'accepts', 'credit', 'card', 'family', 'style', 'nonsmoking', 'restaurant', '5', 'Rivers']"
2515,Buffalo Wings & Rings - Sari Street,were clublevel sport experience everyone vip worthy ultimate sport experience bright inviting rooms 50 tvs elevated fan experiences chefinspired recipe course signature wings buffalo wing  ring ideal experience socializing friend  family sports,"Sari Street - Beside Saudi Fransi Bank AlKhaldiya, Jeddah 00000 Saudi Arabia",4.5,seating delivery takeout reservation parking available street parking free offstreet parking television highchair available wheelchair accessible digital payment free wifi accepts credit card table service live music family style,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-m/1280/18/de/62/45/buffalo-wings-rings-logo.jpg,21.57336,39.13968,https://www.google.com/maps/search/?q=Buffalo+Wings+%26+Rings+-+Sari+Street%2C+Sari+Street+-+Beside+Saudi+Fransi+Bank+AlKhaldiya%2C+Jeddah+00000+Saudi+Arabia%2C+Jeddah,restaurant were clublevel sport experience everyone vip worthy ultimate sport experience bright inviting rooms 50 tvs elevated fan experiences chefinspired recipe course signature wings buffalo wing  ring ideal experience socializing friend  family sports seating delivery takeout reservation parking available street parking free offstreet parking television highchair available wheelchair accessible digital payment free wifi accepts credit card table service live music family style Buffalo Wings & Rings - Sari Street,"['restaurant', 'were', 'clublevel', 'sport', 'experience', 'everyone', 'vip', 'worthy', 'ultimate', 'sport', 'experience', 'bright', 'inviting', 'rooms', '50', 'tvs', 'elevated', 'fan', 'experiences', 'chefinspired', 'recipe', 'course', 'signature', 'wings', 'buffalo', 'wing', 'ring', 'ideal', 'experience', 'socializing', 'friend', 'family', 'sports', 'seating', 'delivery', 'takeout', 'reservation', 'parking', 'available', 'street', 'parking', 'free', 'offstreet', 'parking', 'television', 'highchair', 'available', 'wheelchair', 'accessible', 'digital', 'payment', 'free', 'wifi', 'accepts', 'credit', 'card', 'table', 'service', 'live', 'music', 'family', 'style', 'Buffalo', 'Wings', '&', 'Rings', '-', 'Sari', 'Street']"
2516,Papaya,breakfast brunch  lunch dinner  dessert  tea time  business meetings family friendly  birthdays,"Ahmad Al Attas Street Al Zahra District, Jeddah 23425 Saudi Arabia",4.0,takeout seating parking available street parking highchair available wheelchair accessible accepts mastercard accepts visa accepts credit card table service delivery reservation free offstreet parking digital payment waterfront family style nonsmoking restaurant,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-m/1280/25/db/51/2c/papaya-lunch.jpg,21.58641,39.13102,https://www.google.com/maps/search/?q=Papaya%2C+Ahmad+Al+Attas+Street+Al+Zahra+District%2C+Jeddah+23425+Saudi+Arabia%2C+Jeddah,restaurant breakfast brunch  lunch dinner  dessert  tea time  business meetings family friendly  birthdays takeout seating parking available street parking highchair available wheelchair accessible accepts mastercard accepts visa accepts credit card table service delivery reservation free offstreet parking digital payment waterfront family style nonsmoking restaurant Papaya,"['restaurant', 'breakfast', 'brunch', 'lunch', 'dinner', 'dessert', 'tea', 'time', 'business', 'meetings', 'family', 'friendly', 'birthdays', 'takeout', 'seating', 'parking', 'available', 'street', 'parking', 'highchair', 'available', 'wheelchair', 'accessible', 'accepts', 'mastercard', 'accepts', 'visa', 'accepts', 'credit', 'card', 'table', 'service', 'delivery', 'reservation', 'free', 'offstreet', 'parking', 'digital', 'payment', 'waterfront', 'family', 'style', 'nonsmoking', 'restaurant', 'Papaya']"
2517,Brioche,revolutionary gourmet eatery saudi chef hakim bagabas partners featuring freshly baked brioche bread selective amazing international dish sandwiches plus variety seasonal culture inspired chef made dish breakfast brunch lunch dinner,"3127 Al Kayyal Street, Unit 3 and 4, Jeddah 23433 Saudi Arabia",4.5,gift card available delivery takeout reservation seating parking available highchair available wheelchair accessible accepts credit card table service street parking valet parking free offstreet parking full bar digital payment free wifi,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-o/13/ef/d6/72/brioche-loaf.jpg,21.56604,39.15344,https://www.google.com/maps/search/?q=Brioche%2C+3127+Al+Kayyal+Street%2C+Unit+3+and+4%2C+Jeddah+23433+Saudi+Arabia%2C+Jeddah,restaurant revolutionary gourmet eatery saudi chef hakim bagabas partners featuring freshly baked brioche bread selective amazing international dish sandwiches plus variety seasonal culture inspired chef made dish breakfast brunch lunch dinner gift card available delivery takeout reservation seating parking available highchair available wheelchair accessible accepts credit card table service street parking valet parking free offstreet parking full bar digital payment free wifi Brioche,"['restaurant', 'revolutionary', 'gourmet', 'eatery', 'saudi', 'chef', 'hakim', 'bagabas', 'partners', 'featuring', 'freshly', 'baked', 'brioche', 'bread', 'selective', 'amazing', 'international', 'dish', 'sandwiches', 'plus', 'variety', 'seasonal', 'culture', 'inspired', 'chef', 'made', 'dish', 'breakfast', 'brunch', 'lunch', 'dinner', 'gift', 'card', 'available', 'delivery', 'takeout', 'reservation', 'seating', 'parking', 'available', 'highchair', 'available', 'wheelchair', 'accessible', 'accepts', 'credit', 'card', 'table', 'service', 'street', 'parking', 'valet', 'parking', 'free', 'offstreet', 'parking', 'full', 'bar', 'digital', 'payment', 'free', 'wifi', 'Brioche']"
2518,Fogo De Chao Brazilian SteakHouse,authentic gaucho style brazilian steakhouse great private group dining fogo de chão fine dining fullservice brazilian steakhouse churrascaria,"Al-Amir Sultan Street, Jeddah Saudi Arabia",4.5,reservation seating highchair available wheelchair accessible accepts credit card table service private dining parking available wine beer free wifi live music,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-m/1280/29/e0/77/61/main-entrance.jpg,21.57581,39.14305,https://www.google.com/maps/search/?q=Fogo+De+Chao+Brazilian+SteakHouse%2C+Al-Amir+Sultan+Street%2C+Jeddah+Saudi+Arabia%2C+Jeddah,restaurant authentic gaucho style brazilian steakhouse great private group dining fogo de chão fine dining fullservice brazilian steakhouse churrascaria reservation seating highchair available wheelchair accessible accepts credit card table service private dining parking available wine beer free wifi live music Fogo De Chao Brazilian SteakHouse,"['restaurant', 'authentic', 'gaucho', 'style', 'brazilian', 'steakhouse', 'great', 'private', 'group', 'dining', 'fogo', 'de', 'chão', 'fine', 'dining', 'fullservice', 'brazilian', 'steakhouse', 'churrascaria', 'reservation', 'seating', 'highchair', 'available', 'wheelchair', 'accessible', 'accepts', 'credit', 'card', 'table', 'service', 'private', 'dining', 'parking', 'available', 'wine', 'beer', 'free', 'wifi', 'live', 'music', 'Fogo', 'De', 'Chao', 'Brazilian', 'SteakHouse']"
2519,P.F. Chang's,pf changs asian using simple timehonoured tradition wok cooking ensure recipe made scratch,"Tahlia Street Le Mall, Jeddah 23326 Saudi Arabia",4.0,takeout reservation seating parking available highchair available wheelchair accessible table service,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-o/05/44/ec/61/pf-chang-s.jpg,21.6292,39.10988,https://www.google.com/maps/search/?q=P.F.+Chang%27s%2C+Tahlia+Street+Le+Mall%2C+Jeddah+23326+Saudi+Arabia%2C+Jeddah,restaurant pf changs asian using simple timehonoured tradition wok cooking ensure recipe made scratch takeout reservation seating parking available highchair available wheelchair accessible table service P.F. Chang's,"['restaurant', 'pf', 'changs', 'asian', 'using', 'simple', 'timehonoured', 'tradition', 'wok', 'cooking', 'ensure', 'recipe', 'made', 'scratch', 'takeout', 'reservation', 'seating', 'parking', 'available', 'highchair', 'available', 'wheelchair', 'accessible', 'table', 'service', 'P.F', '.', 'Chang', ""'s""]"
2520,Hadiqat Laila,hadiqat laila laidback casual café serving guest 247 varied lover coffeeholics,"Malik Road Beside Anb Bank, Jeddah 21352 Saudi Arabia",5.0,seating reservation free offstreet parking television wheelchair accessible digital payment free wifi accepts credit card table service,Jeddah,restaurant,https://media-cdn.tripadvisor.com/media/photo-m/1280/25/24/ff/f7/ibis-s-signature-lobby.jpg,21.58316,39.15419,https://www.google.com/maps/search/?q=Hadiqat+Laila%2C+Malik+Road+Beside+Anb+Bank%2C+Jeddah+21352+Saudi+Arabia%2C+Jeddah,restaurant hadiqat laila laidback casual café serving guest 247 varied lover coffeeholics seating reservation free offstreet parking television wheelchair accessible digital payment free wifi accepts credit card table service Hadiqat Laila,"['restaurant', 'hadiqat', 'laila', 'laidback', 'casual', 'café', 'serving', 'guest', '247', 'varied', 'lover', 'coffeeholics', 'seating', 'reservation', 'free', 'offstreet', 'parking', 'television', 'wheelchair', 'accessible', 'digital', 'payment', 'free', 'wifi', 'accepts', 'credit', 'card', 'table', 'service', 'Hadiqat', 'Laila']"
